Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
12/16/2006 18:14,2.388,0.158,237.26,10,0,1,17
12/16/2006 18:15,4.598,0.1,234.25,21.4,0,20,17
12/16/2006 18:16,4.524,0.076,234.2,19.6,0,9,17
12/16/2006 18:17,4.202,0.082,234.31,17.8,0,1,17
12/16/2006 18:18,4.472,0,233.29,19.2,0,1,16
12/16/2006 18:19,2.852,0,235.61,12,0,1,17
12/16/2006 18:20,2.928,0,235.25,12.4,0,1,17
12/16/2006 18:21,2.94,0,236.04,12.4,0,2,17
12/16/2006 18:22,2.934,0,235.51,12.4,0,1,17
12/16/2006 18:23,2.926,0,235.68,12.4,0,1,17
12/16/2006 18:24,3.452,0,235.2,15.2,0,1,17
12/16/2006 18:25,4.87,0,233.74,20.8,0,1,17
12/16/2006 18:26,4.868,0,233.84,20.8,0,1,17
12/16/2006 18:27,4.866,0,233.79,20.8,0,1,17
12/16/2006 18:28,3.176,0,235.5,13.8,0,1,17
12/16/2006 18:29,2.92,0,235.84,12.4,0,1,17
12/16/2006 18:30,2.93,0,236.15,12.4,0,1,17
12/16/2006 18:31,2.912,0.05,235.81,12.4,0,1,17
12/16/2006 18:32,2.608,0.052,235.41,11,0,1,17
12/16/2006 18:33,2.714,0.162,234.82,11.6,0,0,17
12/16/2006 18:34,3.538,0.086,233.76,15.6,0,1,16
12/16/2006 18:35,6.072,0,232.48,26.4,0,27,17
12/16/2006 18:36,4.536,0,233.54,19.4,0,1,17
12/16/2006 18:37,4.408,0,232.32,18.8,0,1,16
12/16/2006 18:38,2.912,0.048,234.02,13,0,1,17
12/16/2006 18:39,2.326,0.054,234.76,9.8,0,1,17
12/16/2006 18:40,2.264,0.054,234.67,9.6,0,1,17
12/16/2006 18:41,2.27,0.054,235.27,9.6,0,1,17
12/16/2006 18:42,2.258,0.054,235.12,9.6,0,1,17
12/16/2006 18:43,2.188,0.068,235.8,9.2,0,1,17
12/16/2006 18:44,2.978,0.166,234.81,13.2,0,1,17
12/16/2006 18:45,4.2,0.174,234.38,17.8,0,1,17
12/16/2006 18:46,4.204,0.186,234.2,17.8,0,1,16
12/16/2006 18:47,4.218,0.178,233.98,18,0,1,17
12/16/2006 18:48,2.786,0.188,234.99,12,0,2,17
12/16/2006 18:49,2.54,0.088,234.67,10.8,0,4,17
12/16/2006 18:50,2.496,0.08,233.92,10.6,0,3,17
12/16/2006 18:51,2.336,0.07,233.51,10,0,1,16
12/16/2006 18:52,2.322,0,233.44,9.8,0,0,17
12/16/2006 18:53,2.448,0,233.64,10.6,0,1,17
12/16/2006 18:54,4.298,0,232.39,18.4,0,1,16
12/16/2006 18:55,4.23,0.09,232.25,18.2,0,1,17
12/16/2006 18:56,4.23,0.09,232.32,18.2,0,2,16
12/16/2006 18:57,3.924,0.084,232.79,17,0,1,17
12/16/2006 18:58,4.218,0.09,232.09,18,0,1,17
12/16/2006 18:59,4.224,0.09,231.96,18.2,0,1,16
12/16/2006 19:00,4.07,0.088,231.99,17.4,0,1,17
12/16/2006 19:01,3.612,0.09,232.36,15.6,0,2,16
12/16/2006 19:02,3.458,0.09,232.71,14.8,0,1,17
12/16/2006 19:03,3.434,0.09,232.01,14.8,0,1,16
12/16/2006 19:04,3.366,0,232.78,14.4,0,1,17
12/16/2006 19:05,3.404,0.082,233.08,14.6,0,2,16
12/16/2006 19:06,3.382,0.074,233.69,14.4,0,0,17
12/16/2006 19:07,3.616,0.106,234.44,15.4,0,4,17
12/16/2006 19:08,3.476,0.092,234.6,14.8,0,3,17
12/16/2006 19:09,3.394,0.064,235.12,14.4,0,0,17
12/16/2006 19:10,3.4,0,234.28,14.4,0,1,17
12/16/2006 19:11,3.414,0,234.19,14.4,0,1,17
12/16/2006 19:12,3.432,0,234.69,14.6,0,1,16
12/16/2006 19:13,3.418,0,234.26,14.6,0,2,17
12/16/2006 19:14,3.392,0,233.3,14.4,0,1,17
12/16/2006 19:15,3.394,0,233.43,14.4,0,1,17
12/16/2006 19:16,3.394,0,233.45,14.4,0,1,16
12/16/2006 19:17,3.406,0,233.91,14.4,0,2,17
12/16/2006 19:18,3.42,0,234.43,14.6,0,1,17
12/16/2006 19:19,3.418,0,234.34,14.4,0,1,17
12/16/2006 19:20,3.422,0.052,234.58,14.6,0,1,17
12/16/2006 19:21,3.332,0,234.02,14.2,0,1,16
12/16/2006 19:22,3.316,0.046,234.29,14,0,1,17
12/16/2006 19:23,3.334,0,234.36,14.2,0,2,17
12/16/2006 19:24,3.262,0.052,232.64,14,0,0,17
12/16/2006 19:25,3.476,0.064,232.96,14.8,0,3,16
12/16/2006 19:26,3.62,0.09,233.47,15.4,0,5,17
12/16/2006 19:27,3.61,0.084,234.98,15.2,0,5,17
12/16/2006 19:28,3.646,0.138,234.34,15.4,0,5,17
12/16/2006 19:29,3.614,0.192,233.92,15.4,0,5,17
12/16/2006 19:30,3.408,0.162,233.94,14.4,0,2,16
12/16/2006 19:31,3.388,0.134,233.72,14.4,0,1,17
12/16/2006 19:32,3.372,0.132,233.2,14.4,0,2,17
12/16/2006 19:33,3.37,0.132,233.1,14.4,0,1,16
12/16/2006 19:34,3.342,0.12,232.29,14.4,0,1,17
12/16/2006 19:35,3.284,0,232.45,14,0,2,16
12/16/2006 19:36,3.276,0,231.97,14,0,1,17
12/16/2006 19:37,3.382,0.13,232.42,14.4,0,2,17
12/16/2006 19:38,3.418,0.16,233.38,14.6,0,1,16
12/16/2006 19:39,3.396,0.158,232.69,14.6,0,1,17
12/16/2006 19:40,3.406,0.158,233.2,14.6,0,2,16
12/16/2006 19:41,3.406,0.158,233.26,14.6,0,1,17
12/16/2006 19:42,3.392,0.156,232.84,14.4,0,1,17
12/16/2006 19:43,3.378,0.154,232.39,14.4,0,2,16
12/16/2006 19:44,3.368,0.154,232.14,14.4,0,1,17
12/16/2006 19:45,3.35,0.152,231.57,14.4,0,1,16
12/16/2006 19:46,3.352,0.152,231.66,14.4,0,2,17
12/16/2006 19:47,3.364,0.154,232.22,14.4,0,1,16
12/16/2006 19:48,3.38,0.156,232.81,14.4,0,1,17
12/16/2006 19:49,3.404,0.16,233.77,14.4,0,1,17
12/16/2006 19:50,3.378,0.156,232.82,14.4,0,2,16
12/16/2006 19:51,3.388,0.158,233.22,14.4,0,1,17
12/16/2006 19:52,3.376,0.156,232.84,14.4,0,1,17
12/16/2006 19:53,3.254,0,232.75,13.8,0,0,16
12/16/2006 19:54,3.214,0.078,232.64,13.8,0,0,17
12/16/2006 19:55,3.202,0.078,232.2,13.8,0,0,16
12/16/2006 19:56,3.202,0.078,232.2,13.8,0,0,17
12/16/2006 19:57,3.212,0.078,232.58,13.8,0,0,16
12/16/2006 19:58,3.206,0.078,232.4,13.8,0,0,17
12/16/2006 19:59,3.214,0.078,232.66,13.8,0,0,17
12/16/2006 20:00,3.206,0.078,232.43,13.8,0,0,16
12/16/2006 20:01,3.222,0.078,233.02,13.8,0,0,17
12/16/2006 20:02,3.216,0.076,232.8,13.8,0,0,16
12/16/2006 20:03,3.216,0.078,232.79,13.8,0,0,17
12/16/2006 20:04,3.194,0.078,231.98,13.6,0,0,16
12/16/2006 20:05,3.278,0,232.88,14,0,0,17
12/16/2006 20:06,3.282,0,232.52,14,0,0,17
12/16/2006 20:07,3.292,0,232.87,14,0,0,16
12/16/2006 20:08,3.316,0,233.78,14,0,0,17
12/16/2006 20:09,3.37,0.08,233.69,14.4,0,0,17
12/16/2006 20:10,3.42,0.144,234.04,14.6,0,0,17
12/16/2006 20:11,3.41,0.142,233.93,14.6,0,0,16
12/16/2006 20:12,3.4,0.14,233.62,14.4,0,0,17
12/16/2006 20:13,3.4,0.14,233.64,14.4,0,0,17
12/16/2006 20:14,3.388,0.14,233.26,14.4,0,0,16
12/16/2006 20:15,3.37,0.086,233.9,14.4,0,0,17
12/16/2006 20:16,3.332,0,233.68,14.2,0,0,17
12/16/2006 20:17,3.31,0,232.83,14.2,0,0,17
12/16/2006 20:18,3.312,0,233,14.2,0,0,16
12/16/2006 20:19,3.314,0,233.08,14.2,0,0,17
12/16/2006 20:20,3.302,0,232.69,14.2,0,0,16
12/16/2006 20:21,3.302,0,232.91,14,0,0,17
12/16/2006 20:22,3.3,0,232.87,14,0,0,17
12/16/2006 20:23,3.29,0,232.42,14,0,0,16
12/16/2006 20:24,3.286,0,232.31,14,0,0,17
12/16/2006 20:25,3.23,0.052,232.79,13.8,0,0,16
12/16/2006 20:26,3.218,0.078,233.05,13.8,0,0,17
12/16/2006 20:27,3.258,0.076,234.57,13.8,0,0,17
12/16/2006 20:28,3.264,0.076,234.79,13.8,0,0,17
12/16/2006 20:29,3.26,0.076,234.6,13.8,0,0,17
12/16/2006 20:30,3.262,0.076,234.54,13.8,0,0,17
12/16/2006 20:31,3.264,0.076,234.6,13.8,0,0,16
12/16/2006 20:32,3.238,0.076,233.77,13.8,0,0,17
12/16/2006 20:33,3.228,0.078,233.5,13.8,0,0,17
12/16/2006 20:34,3.222,0.078,233.27,13.8,0,0,17
12/16/2006 20:35,3.226,0.078,233.37,13.8,0,0,16
12/16/2006 20:36,3.206,0.078,232.64,13.6,0,0,17
12/16/2006 20:37,3.188,0.08,231.95,13.6,0,0,16
12/16/2006 20:38,3.196,0.08,232.21,13.6,0,0,17
12/16/2006 20:39,3.204,0.078,232.5,13.6,0,0,16
12/16/2006 20:40,3.232,0.078,233.63,13.8,0,0,17
12/16/2006 20:41,3.254,0.074,234.43,13.8,0,0,17
12/16/2006 20:42,3.376,0.05,234.63,14.4,0,0,17
12/16/2006 20:43,3.372,0.048,235.05,14.2,0,0,17
12/16/2006 20:44,3.366,0.048,234.96,14.2,0,0,17
12/16/2006 20:45,3.386,0.05,235.77,14.2,0,0,17
12/16/2006 20:46,3.496,0.146,236.76,14.8,0,0,17
12/16/2006 20:47,3.426,0.146,234.59,14.6,0,0,17
12/16/2006 20:48,3.44,0.148,235.13,14.6,0,0,17
12/16/2006 20:49,3.44,0.146,235.14,14.6,0,0,17
12/16/2006 20:50,3.454,0.15,235.75,14.6,0,0,17
12/16/2006 20:51,3.45,0.15,235.69,14.6,0,0,17
12/16/2006 20:52,3.48,0.154,236.86,14.6,0,0,17
12/16/2006 20:53,3.474,0.152,236.72,14.6,0,0,17
12/16/2006 20:54,3.456,0.15,236.05,14.6,0,0,17
12/16/2006 20:55,1.832,0.17,237.54,8.4,0,0,17
12/16/2006 20:56,2.044,0.102,237.44,9.4,0,0,18
12/16/2006 20:57,3.354,0,237,14,0,0,17
12/16/2006 20:58,3.282,0.074,235.55,13.8,0,0,17
12/16/2006 20:59,3.308,0.074,236.51,14,0,0,17
12/16/2006 21:00,3.314,0.072,236.76,14,0,0,17
12/16/2006 21:01,3.306,0.072,237.11,13.8,0,0,17
12/16/2006 21:02,1.692,0.054,238.72,7.8,0,0,18
12/16/2006 21:03,3.342,0.07,237.66,14,0,0,17
12/16/2006 21:04,3.354,0.07,238.2,14,0,0,17
12/16/2006 21:05,3.334,0.072,237.46,14,0,0,18
12/16/2006 21:06,3.33,0.072,237.36,14,0,0,17
12/16/2006 21:07,2.74,0.064,238.13,12,0,0,17
12/16/2006 21:08,2.188,0.06,237.74,10,0,0,18
12/16/2006 21:09,3.33,0.07,237.26,14,0,0,17
12/16/2006 21:10,3.34,0.07,237.69,14,0,0,17
12/16/2006 21:11,3.306,0.072,236.44,14,0,0,17
12/16/2006 21:12,3.044,0.072,236.23,13.2,0,0,17
12/16/2006 21:13,1.766,0.058,237.7,8.2,0,0,18
12/16/2006 21:14,3.376,0,235.73,14.2,0,0,17
12/16/2006 21:15,3.414,0.052,236.51,14.4,0,0,17
12/16/2006 21:16,3.426,0.054,237.11,14.4,0,0,17
12/16/2006 21:17,3.42,0.054,237.06,14.4,0,0,17
12/16/2006 21:18,1.876,0.074,238.63,8.6,0,0,18
12/16/2006 21:19,3.442,0.056,237.58,14.4,0,0,17
12/16/2006 21:20,3.414,0.054,236.87,14.4,0,0,17
12/16/2006 21:21,3.412,0.056,236.94,14.4,0,0,17
12/16/2006 21:22,2.542,0.068,238.17,11.4,0,0,18
12/16/2006 21:23,2.82,0.062,237.42,12.4,0,0,17
12/16/2006 21:24,3.41,0.054,236.91,14.4,0,0,17
12/16/2006 21:25,3.392,0.052,236.24,14.2,0,0,17
12/16/2006 21:26,2.878,0.06,237.17,12.6,0,0,17
12/16/2006 21:27,1.848,0.112,238.59,8.4,0,0,18
12/16/2006 21:28,3.494,0.144,237.43,14.6,0,0,17
12/16/2006 21:29,3.42,0,237.73,14.2,0,0,17
12/16/2006 21:30,3.226,0,237.2,13.8,0,0,18
12/16/2006 21:31,1.948,0,238.41,9,0,0,17
12/16/2006 21:32,3.392,0,236.6,14.2,0,0,17
12/16/2006 21:33,3.368,0,236.12,14.2,0,0,17
12/16/2006 21:34,3.378,0,236.54,14.2,0,0,17
12/16/2006 21:35,1.872,0,238.48,8.6,0,0,18
12/16/2006 21:36,3.212,0,237.27,13.6,0,0,17
12/16/2006 21:37,3.346,0,237.06,14,0,0,17
12/16/2006 21:38,3.308,0.072,236.49,14,0,0,17
12/16/2006 21:39,3.302,0.072,236.28,13.8,0,0,17
12/16/2006 21:40,2.36,0.064,236.89,10.8,0,0,18
12/16/2006 21:41,2.652,0.046,236.64,11.8,0,0,17
12/16/2006 21:42,3.392,0,236.58,14.2,0,1,17
12/16/2006 21:43,3.398,0,236.83,14.2,0,2,17
12/16/2006 21:44,3.424,0.046,237.75,14.4,0,1,17
12/16/2006 21:45,1.86,0.066,239.69,8.4,0,2,18
12/16/2006 21:46,3.25,0.082,238.95,13.8,0,1,17
12/16/2006 21:47,3.502,0.172,236.46,14.8,0,1,18
12/16/2006 21:48,3.484,0.17,235.98,14.6,0,2,17
12/16/2006 21:49,3.478,0.168,235.85,14.6,0,1,17
12/16/2006 21:50,1.696,0.194,238.19,7.6,0,2,17
12/16/2006 21:51,3.494,0.17,236.28,14.8,0,1,17
12/16/2006 21:52,3.482,0.17,236.4,14.6,0,1,17
12/16/2006 21:53,3.48,0.17,236.46,14.6,0,2,17
12/16/2006 21:54,3.474,0.168,236.28,14.6,0,1,17
12/16/2006 21:55,2.308,0.184,237.33,10.6,0,1,18
12/16/2006 21:56,2.926,0.178,237.09,12.8,0,2,17
12/16/2006 21:57,3.472,0.17,236.39,14.6,0,1,17
12/16/2006 21:58,3.48,0.17,236.75,14.6,0,1,17
12/16/2006 21:59,3.454,0.168,235.73,14.6,0,2,17
12/16/2006 22:00,3.464,0.17,236.03,14.6,0,1,17
12/16/2006 22:01,1.786,0.096,237.68,8.2,0,1,18
12/16/2006 22:02,3.182,0,235.99,13.6,0,1,17
12/16/2006 22:03,3.378,0,236.26,14.2,0,2,17
12/16/2006 22:04,3.372,0,236.03,14.2,0,1,17
12/16/2006 22:05,3.362,0,235.7,14.2,0,1,17
12/16/2006 22:06,3.112,0,236.08,13.4,0,1,17
12/16/2006 22:07,1.614,0.056,237.31,7.4,0,0,17
12/16/2006 22:08,3.358,0,236.14,14.2,0,0,17
12/16/2006 22:09,3.388,0,236.61,14.2,0,0,17
12/16/2006 22:10,3.392,0,236.93,14.2,0,0,17
12/16/2006 22:11,2.81,0,237.97,12.4,0,0,18
12/16/2006 22:12,2.18,0,238.02,10,0,0,17
12/16/2006 22:13,3.37,0,236.06,14.2,0,0,17
12/16/2006 22:14,3.326,0,234.45,14,0,0,17
12/16/2006 22:15,2.778,0,235.31,12,0,0,9
12/16/2006 22:16,2.358,0,237.1,9.8,0,0,0
12/16/2006 22:17,0.96,0.054,238.68,5.6,0,0,0
12/16/2006 22:18,1.606,0,238.76,7.8,0,0,0
12/16/2006 22:19,2.35,0,238.59,9.8,0,0,0
12/16/2006 22:20,2.428,0.068,238.87,10,0,0,0
12/16/2006 22:21,2.078,0.072,238.97,9.2,0,0,0
12/16/2006 22:22,0.78,0.09,239.93,4.6,0,0,0
12/16/2006 22:23,2.426,0.068,239.05,10,0,0,0
12/16/2006 22:24,2.412,0.066,238.46,10,0,0,0
12/16/2006 22:25,2.428,0.07,239.68,10,0,0,0
12/16/2006 22:26,1.53,0.084,240.72,7.6,0,0,0
12/16/2006 22:27,1.388,0.086,240.87,7.2,0,0,0
12/16/2006 22:28,2.424,0.07,239.71,10,0,0,0
12/16/2006 22:29,2.428,0.072,239.89,10,0,0,0
12/16/2006 22:30,2.388,0.07,239.48,10,0,0,0
12/16/2006 22:31,0.376,0.1,241.64,1.6,0,0,0
12/16/2006 22:32,2.202,0.074,240.07,9.6,0,0,0
12/16/2006 22:33,2.43,0.07,239.77,10,0,0,0
12/16/2006 22:34,2.346,0.052,240.05,9.6,0,0,0
12/16/2006 22:35,1.916,0.054,239.75,8.6,0,0,0
12/16/2006 22:36,0.384,0,240.58,2.4,0,0,0
12/16/2006 22:37,2.334,0.06,239.2,9.6,0,0,0
12/16/2006 22:38,2.32,0.06,238.84,9.6,0,0,0
12/16/2006 22:39,2.306,0.062,238.39,9.6,0,0,0
12/16/2006 22:40,2.306,0.064,238.39,9.6,0,0,0
12/16/2006 22:41,0.436,0,241.06,2.8,0,0,0
12/16/2006 22:42,1.584,0.05,240.89,7.8,0,0,0
12/16/2006 22:43,2.328,0.062,239.46,9.6,0,0,0
12/16/2006 22:44,2.326,0.062,239.27,9.6,0,0,0
12/16/2006 22:45,2.334,0.06,239.57,9.6,0,0,0
12/16/2006 22:46,1.846,0.054,239.99,8.4,0,0,0
12/16/2006 22:47,0.284,0,242.04,1.2,0,0,0
12/16/2006 22:48,2.342,0.06,239.89,9.8,0,0,0
12/16/2006 22:49,2.392,0,239.91,10,0,0,0
12/16/2006 22:50,2.414,0,240.02,10,0,0,0
12/16/2006 22:51,2.414,0,239.97,10,0,0,0
12/16/2006 22:52,0.754,0.086,241.27,4.4,0,0,0
12/16/2006 22:53,1.42,0.178,238.64,7.4,0,0,0
12/16/2006 22:54,2.468,0.162,237.47,10.4,0,0,0
12/16/2006 22:55,2.474,0.164,238.05,10.4,0,0,0
12/16/2006 22:56,2.488,0.168,239.03,10.4,0,0,0
12/16/2006 22:57,1.81,0.182,240.28,8.6,0,0,0
12/16/2006 22:58,0.674,0.2,241.36,4,0,0,0
12/16/2006 22:59,2.444,0.094,239.42,10.2,0,0,0
12/16/2006 23:00,2.41,0.068,238.9,10,0,0,0
12/16/2006 23:01,2.412,0.07,239.13,10,0,0,0
12/16/2006 23:02,2.206,0.072,239.37,9.4,0,0,0
12/16/2006 23:03,0.37,0.1,241.58,1.6,0,0,0
12/16/2006 23:04,2.104,0.076,240.11,9.2,0,0,0
12/16/2006 23:05,2.404,0.068,238.73,10,0,0,0
12/16/2006 23:06,2.418,0.07,239.52,10,0,0,0
12/16/2006 23:07,2.342,0,239.74,9.6,0,0,0
12/16/2006 23:08,1.262,0.046,240.96,6.8,0,0,0
12/16/2006 23:09,0.852,0,241.64,5.2,0,0,0
12/16/2006 23:10,2.34,0.06,240.05,9.6,0,0,0
12/16/2006 23:11,2.336,0.06,240.07,9.6,0,0,0
12/16/2006 23:12,2.334,0.06,239.99,9.6,0,0,0
12/16/2006 23:13,2.33,0.06,239.74,9.6,0,0,0
12/16/2006 23:14,1.038,0,241.17,6,0,0,0
12/16/2006 23:15,0.386,0,242.39,2.4,0,0,0
12/16/2006 23:16,2.35,0.06,240.41,9.6,0,0,0
12/16/2006 23:17,2.346,0.06,240.5,9.6,0,0,0
12/16/2006 23:18,2.346,0.06,240.55,9.6,0,0,0
12/16/2006 23:19,1.834,0.052,240.97,8.4,0,0,0
12/16/2006 23:20,1.222,0.046,241.58,6.6,0,0,0
12/16/2006 23:21,2.342,0.06,240.21,9.6,0,0,0
12/16/2006 23:22,2.334,0.06,239.98,9.6,0,0,0
12/16/2006 23:23,1.666,0.052,240.65,8,0,0,0
12/16/2006 23:24,1.198,0,241.68,6.6,0,0,0
12/16/2006 23:25,2.35,0.058,240.7,9.6,0,0,0
12/16/2006 23:26,2.398,0,240.7,9.8,0,0,0
12/16/2006 23:27,2.444,0.072,240.11,10.2,0,0,0
12/16/2006 23:28,0.406,0.098,241.71,2,0,0,0
12/16/2006 23:29,2.434,0.072,240.13,10,0,0,0
12/16/2006 23:30,2.502,0.136,240.24,10.4,0,0,0
12/16/2006 23:31,2.518,0.176,240.53,10.4,0,0,0
12/16/2006 23:32,1.516,0.19,241.36,7.6,0,0,0
12/16/2006 23:33,1.498,0.188,241.02,7.6,0,0,0
12/16/2006 23:34,2.508,0.174,240.06,10.4,0,0,0
12/16/2006 23:35,2.504,0.174,240.09,10.4,0,0,0
12/16/2006 23:36,2.492,0.172,239.49,10.4,0,0,0
12/16/2006 23:37,0.814,0.204,242.16,4.8,0,0,0
12/16/2006 23:38,2.304,0.18,240.95,9.8,0,0,0
12/16/2006 23:39,2.53,0.182,241.74,10.4,0,0,0
12/16/2006 23:40,2.378,0,241.18,9.8,0,0,0
12/16/2006 23:41,0.384,0,243.73,2.4,0,0,0
12/16/2006 23:42,2.37,0.058,241.48,9.8,0,0,0
12/16/2006 23:43,2.358,0.058,241.13,9.6,0,0,0
12/16/2006 23:44,2.352,0.058,240.96,9.6,0,0,0
12/16/2006 23:45,0.416,0,242.94,2.4,0,0,0
12/16/2006 23:46,2.654,0.062,240.74,11,0,0,0
12/16/2006 23:47,2.54,0.06,241.23,10.4,0,0,0
12/16/2006 23:48,2.526,0.058,241.79,10.8,0,0,0
12/16/2006 23:49,1.206,0,241.83,5.4,0,0,0
12/16/2006 23:50,3.844,0.148,238.71,16.6,0,0,0
12/16/2006 23:51,4.122,0.14,237.99,17.6,0,0,0
12/16/2006 23:52,3.458,0,238.89,14.8,0,0,0
12/16/2006 23:53,1.988,0.05,240.26,9.2,0,0,0
12/16/2006 23:54,0.596,0,240.88,2.4,0,0,0
12/16/2006 23:55,1.29,0,240.69,6.8,0,0,0
12/16/2006 23:56,2.73,0.06,239.43,11.4,0,1,0
12/16/2006 23:57,2.734,0.062,239.81,11.4,0,2,0
12/16/2006 23:58,2.764,0.066,241.27,11.4,0,1,0
12/16/2006 23:59,2.586,0.07,241.63,11,0,1,0
12/17/2006 0:00,1.044,0.152,242.73,4.4,0,2,0
12/17/2006 0:01,1.52,0.22,242.2,7.4,0,1,0
12/17/2006 0:02,3.038,0.194,240.14,12.6,0,2,0
12/17/2006 0:03,2.974,0.194,239.97,12.4,0,1,0
12/17/2006 0:04,2.846,0.198,240.39,11.8,0,2,0
12/17/2006 0:05,2.848,0.198,240.59,11.8,0,1,0
12/17/2006 0:06,2.858,0.202,241.14,11.8,0,1,0
12/17/2006 0:07,2.472,0.208,241.62,10.8,0,2,0
12/17/2006 0:08,0.658,0.244,243.75,3,0,1,0
12/17/2006 0:09,0.838,0.334,242.09,4.8,0,2,0
12/17/2006 0:10,2.608,0.298,239.45,10.8,0,1,0
12/17/2006 0:11,2.598,0.296,239.44,10.8,0,1,0
12/17/2006 0:12,2.56,0.286,238.71,10.8,0,2,0
12/17/2006 0:13,2.526,0.278,236.95,10.6,0,1,0
12/17/2006 0:14,2.472,0.194,237.55,10.4,0,1,0
12/17/2006 0:15,1.658,0.166,238.48,8,0,1,0
12/17/2006 0:16,0.422,0.184,239.79,1.8,0,2,0
12/17/2006 0:17,0.79,0.178,239.47,4.6,0,1,0
12/17/2006 0:18,2.436,0.12,238.51,10.2,0,1,0
12/17/2006 0:19,2.396,0.056,239.03,10,0,1,0
12/17/2006 0:20,2.338,0,238.37,9.8,0,1,0
12/17/2006 0:21,2.304,0.062,238.38,9.6,0,0,0
12/17/2006 0:22,0.276,0,240.56,1.2,0,0,0
12/17/2006 0:23,0.712,0,239.84,4.6,0,0,0
12/17/2006 0:24,2.332,0.06,239.11,9.6,0,0,0
12/17/2006 0:25,2.344,0.058,239.99,9.6,0,0,0
12/17/2006 0:26,2.354,0.058,240.64,9.8,0,0,0
12/17/2006 0:27,2.332,0.06,239.45,9.6,0,0,0
12/17/2006 0:28,2.368,0.056,241.4,9.8,0,0,0
12/17/2006 0:29,0.612,0,243.68,4,0,0,0
12/17/2006 0:30,0.286,0,244.03,1.2,0,0,0
12/17/2006 0:31,1.952,0.05,242.07,8.8,0,0,0
12/17/2006 0:32,2.376,0.056,241.86,9.8,0,0,0
12/17/2006 0:33,2.374,0.056,241.7,9.8,0,0,0
12/17/2006 0:34,2.406,0,240,10,0,0,0
12/17/2006 0:35,1.004,0.094,242,5.6,0,0,0
